name,group,max,min,mean,median
juventus,a,1.17,1.1,1.1144444444444446,1.105
atletico madrid,a,1.3,1.16,1.2049999999999998,1.2
olympiakos,a,3.0,2.3,2.6405555555555558,2.6699999999999999
malmo ff,a,34.0,15.0,27.5,30.0
real madrid,b,1.01,1.0,1.0041176470588236,1.0
liverpool,b,1.24,1.06,1.1419999999999999,1.1399999999999999
basel,b,8.0,4.5,5.7799999999999994,5.5
ludogorets razgrad,b,34.0,10.0,18.810526315789474,17.0
zenit,c,1.53,1.36,1.46,1.4399999999999999
monaco,c,1.88,1.73,1.7842105263157895,1.8
bayer leverkusen,c,1.91,1.65,1.7899999999999998,1.8
benfica,c,3.75,2.75,3.1247368421052628,3.2000000000000002
dortmund,d,1.07,1.03,1.0511111111111111,1.05
arsenal,d,1.33,1.2,1.268888888888889,1.28
galatasaray,d,5.0,3.28,4.1688888888888895,4.165
anderlecht,d,8.0,5.5,6.7333333333333334,7.0
bayern munich,e,1.05,1.03,1.0426315789473686,1.04
man city,e,1.57,1.28,1.4947368421052631,1.5
roma,e,2.38,1.87,2.2263157894736842,2.25
cska moscow,e,34.0,15.0,20.489473684210527,21.0
barcelona,f,1.02,1.0,1.013157894736842,1.01
psg,f,1.17,1.1,1.1342105263157896,1.1299999999999999
ajax,f,6.0,4.25,4.8368421052631581,4.9900000000000002
apoel nicosia,f,26.0,14.3,21.278947368421054,21.0
chelsea,g,1.04,1.01,1.0221052631578948,1.02
schalke 04,g,1.38,1.25,1.2905263157894737,1.29
sporting lisbon,g,3.5,2.54,3.1784210526315788,3.25
maribor,g,26.0,13.0,19.263157894736842,21.0
porto,h,1.24,1.1,1.1589473684210525,1.1699999999999999
athletic bilbao,h,1.67,1.41,1.5815789473684212,1.5700000000000001
shakhtar donetsk,h,1.83,1.62,1.7478947368421054,1.73
bate borisov,h,21.0,12.0,15.810526315789472,17.0
