name,group,max,min,mean,median
real madrid,a,1.07,1.02,1.0444444444444445,1.05
psg,a,1.2,1.12,1.152222222222222,1.1499999999999999
shakhtar donetsk,a,5.5,3.5,4.3416666666666668,4.3250000000000002
malmo ff,a,31.0,1.47,16.692777777777778,13.0
man utd,b,1.29,1.15,1.2155555555555555,1.21
wolfsburg,b,1.62,1.4,1.49,1.4649999999999999
cska moscow,b,3.0,1.78,2.6333333333333333,2.75
psv,b,5.0,2.75,4.0111111111111111,4.0
atletico madrid,c,1.11,1.03,1.0816666666666668,1.0800000000000001
benfica,c,1.6,1.22,1.4977777777777779,1.53
galatasaray,c,2.62,2.0,2.193888888888889,2.2000000000000002
fc astana,c,26.0,2.65,14.147222222222222,13.0
man city,d,1.29,1.15,1.2472222222222222,1.25
juventus,d,1.57,1.36,1.4916666666666667,1.5
sevilla,d,2.4,1.91,2.1894444444444447,2.2000000000000002
monchengladbach,d,8.5,1.89,4.9288888888888884,5.0
barcelona,e,1.04,1.01,1.0222222222222221,1.02
bayer leverkusen,e,2.0,1.01,1.7933333333333334,1.8300000000000001
roma,e,2.0,1.72,1.862222222222222,1.8999999999999999
bate borisov,e,51.0,1.13,21.173888888888889,15.0
bayern munich,f,1.05,1.01,1.0276470588235294,1.03
arsenal,f,1.25,1.05,1.1511764705882352,1.1499999999999999
olympiakos,f,7.0,2.48,4.9105882352941181,5.0
din zagreb,f,21.0,2.63,12.537058823529412,13.0
chelsea,g,1.07,1.01,1.0427777777777778,1.04
porto,g,1.45,1.2,1.2682352941176469,1.25
dynamo kiev,g,4.33,2.62,3.4433333333333334,3.625
maccabi tel aviv,g,51.0,9.0,18.522222222222222,13.0
valencia,h,1.35,1.25,1.2816666666666667,1.29
zenit,h,1.65,1.44,1.5894444444444444,1.6200000000000001
lyon,h,1.91,1.72,1.7955555555555556,1.8
gent,h,8.0,5.37,6.6872222222222222,6.5
