name,group,max,min,mean,median
Man Utd,a,1.22,1.08,1.1327777777777777,1.1399999999999999
Shakhtar Donetsk,a,2.4,2.0,2.2705555555555552,2.2999999999999998
Bayer Leverkusen,a,2.5,2.04,2.3338888888888882,2.3799999999999999
Real Sociedad,a,2.8,2.14,2.5183333333333331,2.5499999999999998
Real Madrid,b,1.07,1.0,1.0377777777777775,1.04
Juventus,b,1.29,1.1,1.1694444444444445,1.1699999999999999
Galatasaray,b,5.5,3.0,4.0633333333333326,4.0
FC Copenhagen,b,25.0,9.0,16.522222222222226,15.0
PSG,c,1.15,1.04,1.0733333333333335,1.0700000000000001
Benfica,c,1.36,1.17,1.2838888888888889,1.29
Olympiakos,c,5.0,3.3,4.1927777777777768,4.3300000000000001
Anderlecht,c,7.0,3.5,5.5105555555555554,5.5
Bayern Munich,d,1.07,1.01,1.0376470588235294,1.04
Man City,d,1.22,1.13,1.1629411764705884,1.1499999999999999
CSKA Moscow,d,5.0,3.61,4.6241176470588234,5.0
Plzen,d,15.5,10.0,13.0,13.0
Chelsea,e,1.08,1.0,1.0372222222222223,1.03
Schalke 04,e,1.6,1.29,1.4211111111111108,1.3999999999999999
Basel,e,3.5,2.5,3.0116666666666663,3.0
Steaua Bucharest,e,10.0,4.0,6.7283333333333344,7.0
Bor Dortmund,f,1.45,1.25,1.3329411764705883,1.3600000000000001
Arsenal,f,1.8,1.45,1.6605882352941175,1.6699999999999999
Napoli,f,2.1,1.71,1.848823529411765,1.8300000000000001
Marseille,f,4.8,3.5,4.0623529411764698,4.0
Atletico Madrid,g,1.33,1.1,1.2941176470588236,1.3
Porto,g,1.62,1.41,1.5252941176470589,1.53
Zenit St Petersburg,g,1.8,1.58,1.7017647058823528,1.73
Austria Vienna,g,11.0,5.0,8.0747058823529425,8.0
Barcelona,h,1.03,1.01,1.0168749999999998,1.02
AC Milan,h,1.33,1.18,1.2252941176470586,1.2
Ajax,h,5.0,3.94,4.6141176470588237,4.5
Celtic,h,13.0,5.5,9.5617647058823536,10.0
