name,group,max,min,mean,median
real madrid,a,1.01,1.0,1.0054545454545456,1.01
psg,a,1.06,1.01,1.0165000000000002,1.01
shakhtar donetsk,a,19.0,2.08,14.178999999999998,15.0
malmo ff,a,101.0,2.08,69.054000000000002,67.0
man utd,b,1.3,1.22,1.2573333333333332,1.25
wolfsburg,b,1.67,1.44,1.5213333333333334,1.53
cska moscow,b,2.88,2.5,2.6673333333333331,2.6200000000000001
psv,b,4.0,2.75,3.5266666666666664,3.5
benfica,c,1.12,1.02,1.0650000000000002,1.0700000000000001
atletico madrid,c,1.17,1.02,1.0811111111111111,1.0800000000000001
galatasaray,c,7.0,3.2,5.0949999999999998,5.0
fc astana,c,34.0,17.0,29.0,31.0
juventus,d,1.1,1.02,1.0745,1.0800000000000001
man city,d,1.36,1.25,1.306,1.3
sevilla,d,3.1,2.5,2.7254999999999998,2.75
monchengladbach,d,21.0,14.8,17.440000000000001,17.0
barcelona,e,1.04,1.0,1.016111111111111,1.0150000000000001
bayer leverkusen,e,1.55,1.37,1.5055555555555555,1.53
roma,e,2.88,2.25,2.5172222222222222,2.5
bate borisov,e,26.0,9.0,17.450000000000003,16.0
bayern munich,f,1.01,1.0,1.0041666666666667,1.0
olympiakos,f,1.85,1.67,1.762,1.75
arsenal,f,3.85,3.25,3.5249999999999999,3.5
din zagreb,f,4.33,3.2,3.8494999999999999,4.0
chelsea,g,1.17,1.1,1.1265000000000001,1.1200000000000001
porto,g,1.17,1.13,1.1499999999999999,1.1399999999999999
dynamo kiev,g,3.25,2.5,2.9364999999999997,3.0
maccabi tel aviv,g,67.0,21.0,38.25,37.5
