name,group,max,min,mean,median
real madrid,a,1.1,1.02,1.0555555555555556,1.05
psg,a,1.29,1.12,1.1777777777777778,1.1799999999999999
shakhtar donetsk,a,5.5,3.0,4.0888888888888886,4.3200000000000003
malmo ff,a,31.0,10.0,16.744444444444444,13.0
man utd,b,1.3,1.1,1.2088888888888887,1.22
wolfsburg,b,1.62,1.35,1.4833333333333334,1.4399999999999999
cska moscow,b,3.0,1.78,2.6833333333333331,2.75
psv,b,6.0,2.88,4.3700000000000001,4.0
atletico madrid,c,1.11,1.06,1.0833333333333333,1.0800000000000001
benfica,c,1.6,1.22,1.4944444444444445,1.53
galatasaray,c,2.42,2.0,2.1466666666666665,2.1000000000000001
fc astana,c,16.7,10.0,13.855555555555556,13.0
man city,d,1.32,1.17,1.2588888888888889,1.25
juventus,d,1.57,1.33,1.4844444444444445,1.5
sevilla,d,2.75,1.91,2.2366666666666664,2.2000000000000002
monchengladbach,d,8.5,3.25,5.1900000000000004,5.0
barcelona,e,1.05,1.01,1.0222222222222221,1.02
roma,e,1.95,1.72,1.8299999999999998,1.8300000000000001
bayer leverkusen,e,2.1,1.65,1.8611111111111112,1.8300000000000001
bate borisov,e,51.0,10.0,22.188888888888886,16.699999999999999
bayern munich,f,1.06,1.01,1.0333333333333334,1.04
arsenal,f,1.28,1.07,1.1699999999999999,1.1699999999999999
olympiakos,f,7.0,2.48,4.7566666666666668,4.3300000000000001
din zagreb,f,21.0,7.5,12.444444444444445,10.5
chelsea,g,1.07,1.01,1.0450000000000002,1.05
porto,g,1.57,1.2,1.302,1.2349999999999999
dynamo kiev,g,4.33,2.4,3.173,3.0
maccabi tel aviv,g,51.0,9.0,23.740000000000002,13.199999999999999
valencia,h,1.35,1.2,1.2777777777777777,1.29
zenit,h,1.7,1.32,1.5344444444444445,1.55
lyon,h,2.1,1.72,1.8444444444444446,1.8
gent,h,8.0,4.0,6.318888888888889,6.5
