name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
olympiakos,f,,,,,,1.36,,,,,,,,,,,,,,,,,,,,
arsenal,f,,,,,,2.85,,,,,,,,,,,,,,,,,,,,
chelsea,g,,,,,,1.17,,,,,,,,,,,,,,,,,,,,
dynamo kiev,g,,,,,,1.17,,,,,,,,,,,,,,,,,,,,
porto,g,,,,,,2.38,,,,,,,,,,,,,,,,,,,,
