name,group,max,min,mean,median
Bayer Leverkusen,a,1.91,1.75,1.8383333333333336,1.8300000000000001
Shakhtar Donetsk,a,2.0,1.83,1.8758333333333335,1.8500000000000001
Juventus,b,1.33,1.25,1.2866666666666668,1.29
Galatasaray,b,3.85,3.2,3.4375,3.4500000000000002
Olympiakos,c,1.15,1.1,1.1258333333333332,1.1200000000000001
Benfica,c,5.94,5.0,5.3908333333333331,5.5
Schalke 04,e,1.73,1.6,1.6821428571428572,1.6699999999999999
Basel,e,2.2,2.0,2.085,2.1000000000000001
Arsenal,f,1.05,1.02,1.0271428571428571,1.0249999999999999
Bor Dortmund,f,1.19,1.14,1.1564285714285714,1.1499999999999999
Napoli,f,4.23,3.5,3.8735714285714287,4.0
Zenit St Petersburg,g,1.13,1.07,1.0920000000000001,1.1000000000000001
Porto,g,7.65,6.0,6.5766666666666671,6.5
AC Milan,h,1.18,1.12,1.1421428571428571,1.1399999999999999
Ajax,h,5.56,4.0,5.1114285714285712,5.25
