name,group,max,min,mean,median
psg,a,1.01,1.0,1.0066666666666666,1.01
shakhtar donetsk,a,301.0,21.0,90.799999999999997,67.0
malmo ff,a,501.0,51.0,165.93333333333334,151.0
man utd,b,1.14,1.1,1.1235714285714287,1.1200000000000001
wolfsburg,b,1.8,1.57,1.6442857142857144,1.635
psv,b,2.75,2.25,2.5521428571428575,2.5499999999999998
cska moscow,b,4.5,4.0,4.1842857142857142,4.0
benfica,c,1.02,1.0,1.0066666666666668,1.01
atletico madrid,c,1.05,1.0,1.0349999999999999,1.04
galatasaray,c,11.0,6.5,8.3444444444444432,8.0
fc astana,c,1001.0,4.42,462.30111111111114,501.0
juventus,d,1.04,1.01,1.0216666666666667,1.02
man city,d,1.11,1.11,1.1100000000000001,1.1100000000000001
monchengladbach,d,17.0,17.0,17.0,17.0
sevilla,d,21.0,2.22,13.345555555555556,13.0
barcelona,e,1.0,1.0,1.0,1.0
roma,e,1.33,1.25,1.2837499999999999,1.2949999999999999
bayer leverkusen,e,4.33,1.1,3.6255555555555556,3.75
bate borisov,e,17.0,9.0,14.75,15.0
bayern munich,f,1.01,1.0,1.0033333333333332,1.0
olympiakos,f,1.25,1.14,1.1883333333333332,1.1699999999999999
arsenal,f,5.0,3.42,4.2800000000000002,4.3300000000000001
din zagreb,f,81.0,10.0,45.444444444444443,41.0
porto,g,1.05,1.01,1.0175000000000001,1.01
chelsea,g,1.17,1.06,1.1108333333333333,1.105
dynamo kiev,g,6.0,4.5,5.3636363636363633,5.5
valencia,h,1.17,1.04,1.0642857142857143,1.05
gent,h,13.0,5.5,9.6428571428571423,10.0
shakhtar donetsk,h,34.0,34.0,34.0,34.0
lyon,h,41.0,13.0,29.285714285714285,34.0
