name,group,max,min,mean,median
real madrid,a,1.02,1.01,1.014,1.01
psg,a,1.13,1.06,1.0919999999999999,1.0800000000000001
shakhtar donetsk,a,7.5,3.65,6.0633333333333335,6.5
malmo ff,a,51.0,13.0,29.666666666666668,31.0
wolfsburg,b,1.5,1.29,1.3553333333333335,1.3600000000000001
man utd,b,1.57,1.5,1.5313333333333332,1.53
psv,b,2.5,1.83,2.3546666666666667,2.3799999999999999
cska moscow,b,3.75,2.88,3.1719999999999997,3.1000000000000001
atletico madrid,c,1.05,1.01,1.0211764705882354,1.02
benfica,c,1.36,1.18,1.2727777777777778,1.2850000000000001
galatasaray,c,4.2,2.75,3.197222222222222,3.1000000000000001
fc astana,c,26.0,13.0,21.133333333333333,21.0
juventus,d,1.22,1.17,1.1917647058823528,1.2
man city,d,1.67,1.45,1.5417647058823529,1.5700000000000001
sevilla,d,2.08,1.67,1.8817647058823528,1.8999999999999999
monchengladbach,d,10.0,7.5,9.1458823529411752,9.0
barcelona,e,1.04,1.01,1.02,1.02
bayer leverkusen,e,1.73,1.5,1.552,1.5
roma,e,2.62,2.2,2.3899999999999997,2.3799999999999999
bate borisov,e,26.0,11.0,16.800000000000001,13.0
bayern munich,f,1.01,1.0,1.0033333333333332,1.0
olympiakos,f,1.85,1.73,1.7783333333333333,1.7650000000000001
arsenal,f,3.75,3.25,3.4750000000000001,3.5
din zagreb,f,4.5,3.2,3.7833333333333332,3.75
chelsea,g,1.17,1.08,1.1199999999999999,1.1200000000000001
porto,g,1.22,1.14,1.1679999999999999,1.1699999999999999
dynamo kiev,g,3.75,2.62,3.1240000000000001,3.0
maccabi tel aviv,g,51.0,11.0,32.0,26.0
zenit,h,1.17,1.04,1.0900000000000001,1.0800000000000001
valencia,h,1.4,1.2,1.248,1.22
lyon,h,4.5,2.6,3.7359999999999998,3.75
gent,h,10.0,6.0,8.5,8.5
