name,group,max,min,mean,median
real madrid,a,1.01,1.0,1.0057142857142858,1.01
psg,a,1.06,1.01,1.02,1.0150000000000001
shakhtar donetsk,a,19.0,7.5,14.6875,15.0
malmo ff,a,101.0,29.0,69.25,67.0
man utd,b,1.3,1.22,1.2488888888888889,1.25
wolfsburg,b,1.57,1.44,1.5011111111111111,1.5
cska moscow,b,2.88,2.5,2.6655555555555557,2.6200000000000001
psv,b,4.0,2.88,3.4755555555555557,3.5
benfica,c,1.12,1.02,1.0628571428571429,1.0800000000000001
atletico madrid,c,1.17,1.01,1.0785714285714285,1.0600000000000001
galatasaray,c,7.0,3.2,5.0714285714285712,5.0
fc astana,c,34.0,17.0,28.5,30.0
juventus,d,1.1,1.01,1.0740000000000001,1.0800000000000001
man city,d,1.36,1.06,1.2790000000000001,1.29
sevilla,d,3.1,2.22,2.5920000000000001,2.6200000000000001
monchengladbach,d,21.0,10.5,16.050000000000001,17.0
barcelona,e,1.04,1.01,1.0171428571428571,1.02
bayer leverkusen,e,1.55,1.4,1.5207142857142857,1.53
roma,e,2.75,2.25,2.4421428571428572,2.3899999999999997
bate borisov,e,26.0,11.0,18.0,17.0
bayern munich,f,1.01,1.0,1.004,1.0
olympiakos,f,1.85,1.67,1.768,1.75
arsenal,f,4.2,3.25,3.54,3.5
din zagreb,f,4.33,3.2,3.8353333333333333,4.0
chelsea,g,1.17,1.1,1.1239999999999999,1.1200000000000001
porto,g,1.17,1.12,1.1526666666666665,1.1599999999999999
dynamo kiev,g,3.25,2.5,2.9866666666666664,3.0
maccabi tel aviv,g,67.0,21.0,39.93333333333333,41.0
zenit,h,1.25,1.06,1.1007142857142858,1.0800000000000001
valencia,h,1.57,1.18,1.262142857142857,1.22
lyon,h,4.5,1.83,3.6742857142857139,4.0
gent,h,10.0,6.5,9.0,9.75
