name,group,max,min,mean,median
juventus,a,1.17,1.06,1.1120000000000001,1.105
atletico madrid,a,1.33,1.07,1.204,1.2
olympiakos,a,3.0,2.25,2.6559999999999997,2.6699999999999999
malmo ff,a,34.0,13.6,26.235000000000003,26.0
real madrid,b,1.01,1.0,1.0049999999999999,1.0049999999999999
liverpool,b,1.2,1.06,1.1375,1.1299999999999999
basel,b,8.0,4.5,5.7142857142857144,5.5
ludogorets razgrad,b,34.0,8.37,19.293333333333333,19.0
zenit,c,1.55,1.38,1.4695238095238095,1.45
monaco,c,1.86,1.67,1.7740000000000002,1.8
bayer leverkusen,c,1.91,1.65,1.8024999999999998,1.8300000000000001
benfica,c,3.75,2.75,3.1429999999999998,3.2250000000000001
dortmund,d,1.06,1.01,1.048,1.05
arsenal,d,1.34,1.2,1.2734999999999999,1.28
galatasaray,d,5.0,3.28,4.173,4.3300000000000001
anderlecht,d,8.0,5.5,6.7273684210526312,7.0
bayern munich,e,1.05,1.03,1.0429999999999999,1.0449999999999999
man city,e,1.57,1.26,1.4909523809523808,1.5
roma,e,2.42,1.19,2.206666666666667,2.25
cska moscow,e,34.0,6.89,20.144500000000001,21.0
barcelona,f,1.02,1.0,1.0130000000000001,1.01
psg,f,1.17,1.03,1.133,1.1349999999999998
ajax,f,6.0,4.25,4.8700000000000001,4.9950000000000001
apoel nicosia,f,26.0,11.4,21.119999999999997,21.0
chelsea,g,1.04,1.01,1.0215000000000001,1.02
schalke 04,g,1.33,1.25,1.288,1.29
sporting lisbon,g,3.5,2.51,3.1642857142857146,3.25
maribor,g,26.0,13.0,19.115000000000002,21.0
porto,h,1.24,1.05,1.1528571428571428,1.1699999999999999
athletic bilbao,h,1.67,1.06,1.5766666666666667,1.6000000000000001
shakhtar donetsk,h,1.83,1.28,1.7266666666666666,1.75
bate borisov,h,21.0,12.0,16.07,17.0
