name,group,max,min,mean,median
real madrid,a,1.03,1.01,1.014375,1.01
psg,a,1.13,1.06,1.0918749999999999,1.0900000000000001
shakhtar donetsk,a,7.5,3.65,6.0906250000000002,6.75
malmo ff,a,51.0,13.0,31.0,31.0
wolfsburg,b,1.44,1.29,1.3500000000000001,1.3450000000000002
man utd,b,1.57,1.5,1.5293749999999999,1.53
psv,b,2.62,1.83,2.3712499999999999,2.3799999999999999
cska moscow,b,3.75,2.88,3.1612499999999999,3.1000000000000001
atletico madrid,c,1.05,1.01,1.0222222222222221,1.02
benfica,c,1.36,1.2,1.2844444444444445,1.29
galatasaray,c,4.2,2.75,3.2266666666666666,3.1400000000000001
fc astana,c,26.0,13.0,21.333333333333332,21.0
juventus,d,1.22,1.17,1.1922222222222223,1.2
man city,d,1.67,1.46,1.54,1.55
sevilla,d,2.1,1.67,1.8916666666666666,1.9049999999999998
monchengladbach,d,10.0,7.5,9.137777777777778,9.0
barcelona,e,1.05,1.01,1.0262500000000001,1.02
bayer leverkusen,e,1.83,1.67,1.7675000000000001,1.76
roma,e,1.91,1.73,1.81125,1.8300000000000001
bate borisov,e,51.0,23.0,37.25,34.0
bayern munich,f,1.02,1.01,1.0113333333333334,1.01
arsenal,f,1.44,1.25,1.316875,1.29
olympiakos,f,6.0,5.0,5.40625,5.5
din zagreb,f,7.5,4.0,5.3956249999999999,5.25
chelsea,g,1.06,1.01,1.028,1.03
porto,g,1.29,1.2,1.24875,1.25
dynamo kiev,g,4.33,2.9,3.6099999999999999,3.5
maccabi tel aviv,g,36.0,7.0,19.5,17.0
zenit,h,1.3,1.12,1.23,1.25
valencia,h,1.73,1.53,1.615,1.585
lyon,h,2.1,1.8,1.858125,1.8300000000000001
gent,h,7.0,6.0,6.625,6.5
