name,group,max,min,mean,median
Man Utd,a,1.17,1.08,1.1157142857142859,1.1000000000000001
Shakhtar Donetsk,a,1.83,1.0,1.5742857142857143,1.7
Bayer Leverkusen,a,2.75,1.0,2.2985714285714285,2.6200000000000001
Real Sociedad,a,3.75,1.0,3.0714285714285716,3.5
Real Madrid,b,1.03,1.0,1.0166666666666666,1.02
Juventus,b,1.17,1.0,1.127142857142857,1.1399999999999999
Galatasaray,b,6.0,3.57,5.2371428571428575,5.5
FC Copenhagen,b,15.0,1.0,10.791666666666666,14.0
PSG,c,1.08,1.0,1.0385714285714287,1.04
Benfica,c,1.29,1.0,1.1399999999999999,1.1599999999999999
Olympiakos,c,8.0,1.0,5.2714285714285714,6.5
Anderlecht,c,8.0,1.0,5.8357142857142863,7.0
Bayern Munich,d,1.04,1.01,1.0250000000000001,1.02
Man City,d,1.17,1.05,1.0933333333333335,1.085
CSKA Moscow,d,8.0,3.85,6.3916666666666666,7.0
Plzen,d,21.0,9.55,18.425000000000001,21.0
Chelsea,e,1.07,1.01,1.0389473684210526,1.04
Schalke 04,e,1.6,1.33,1.4399999999999997,1.4299999999999999
Basel,e,3.5,2.6,3.0557894736842108,3.0
Steaua Bucharest,e,10.0,4.0,6.7668421052631587,7.0
Bor Dortmund,f,1.45,1.25,1.3378947368421052,1.3600000000000001
Arsenal,f,1.8,1.45,1.6663157894736842,1.6699999999999999
Napoli,f,2.0,1.75,1.8657894736842107,1.8300000000000001
Marseille,f,4.8,3.5,4.0499999999999998,4.0
Atletico Madrid,g,1.33,1.27,1.3011111111111111,1.3
Porto,g,1.62,1.42,1.5216666666666667,1.53
Zenit St Petersburg,g,1.85,1.62,1.7305555555555556,1.73
Austria Vienna,g,13.8,5.0,8.6000000000000014,8.5
Barcelona,h,1.03,1.01,1.0170588235294118,1.02
AC Milan,h,1.39,1.18,1.2394117647058822,1.22
Ajax,h,5.0,3.75,4.4717647058823529,4.5
Celtic,h,13.0,5.5,9.4441176470588246,9.5500000000000007
