name,group,max,min,mean,median
real madrid,a,1.07,1.02,1.0450000000000002,1.05
psg,a,1.2,1.12,1.152222222222222,1.1499999999999999
shakhtar donetsk,a,5.5,3.5,4.3416666666666668,4.3250000000000002
malmo ff,a,31.0,2.84,16.324444444444442,13.0
man utd,b,1.29,1.14,1.2133333333333334,1.21
wolfsburg,b,1.62,1.4,1.49,1.4649999999999999
cska moscow,b,3.0,1.95,2.6688888888888886,2.75
psv,b,5.0,2.75,3.9633333333333334,4.0
atletico madrid,c,1.11,1.03,1.0822222222222222,1.0800000000000001
benfica,c,1.6,1.36,1.5111111111111111,1.53
galatasaray,c,2.5,2.0,2.1805555555555554,2.2000000000000002
fc astana,c,26.0,3.33,13.740555555555556,13.0
man city,d,1.29,1.13,1.2472222222222222,1.25
juventus,d,1.57,1.36,1.4916666666666667,1.5
sevilla,d,2.38,1.91,2.1838888888888892,2.2000000000000002
monchengladbach,d,8.5,2.5,4.9627777777777773,5.0
barcelona,e,1.04,1.01,1.0222222222222221,1.02
roma,e,1.95,1.72,1.8527777777777779,1.8999999999999999
bayer leverkusen,e,2.0,1.57,1.8344444444444445,1.8300000000000001
bate borisov,e,51.0,1.97,20.498333333333335,15.0
bayern munich,f,1.05,1.01,1.0276470588235294,1.03
arsenal,f,1.25,1.05,1.1511764705882352,1.1499999999999999
olympiakos,f,7.0,3.75,4.9911764705882353,5.0
din zagreb,f,21.0,2.69,12.364117647058823,13.0
chelsea,g,1.07,1.01,1.0427777777777778,1.04
porto,g,1.45,1.19,1.2716666666666667,1.26
dynamo kiev,g,4.33,2.62,3.4100000000000001,3.375
maccabi tel aviv,g,51.0,9.0,18.244444444444444,11.5
valencia,h,1.35,1.25,1.2822222222222224,1.29
zenit,h,1.65,1.44,1.5866666666666669,1.5950000000000002
lyon,h,1.95,1.72,1.8038888888888889,1.8
gent,h,8.0,5.0,6.6038888888888891,6.5
