name,group,max,min,mean,median
Man Utd,a,1.12,1.02,1.0620000000000001,1.0600000000000001
Bayer Leverkusen,a,1.25,1.15,1.2026666666666666,1.2
Shakhtar Donetsk,a,3.5,2.5,3.1286666666666667,3.25
Real Sociedad,a,100.0,41.0,54.666666666666664,51.0
Juventus,b,1.45,1.36,1.3906666666666667,1.3999999999999999
Galatasaray,b,3.52,2.5,3.0499999999999998,3.0
FC Copenhagen,b,29.0,8.0,17.399999999999999,17.0
PSG,c,1.01,1.01,1.01,1.01
Olympiakos,c,1.13,1.07,1.1040000000000001,1.1000000000000001
Benfica,c,7.84,5.5,6.4393333333333338,6.5
Anderlecht,c,126.0,18.1,84.79285714285713,101.0
Schalke 04,e,1.73,1.67,1.706,1.73
Basel,e,2.1,2.0,2.032,2.0
Arsenal,f,1.05,1.02,1.0283333333333333,1.0249999999999999
Bor Dortmund,f,1.18,1.14,1.155,1.1499999999999999
Napoli,f,4.0,3.23,3.7050000000000001,3.75
Zenit St Petersburg,g,1.1,1.08,1.0933333333333335,1.1000000000000001
Porto,g,7.0,5.75,6.3214285714285712,6.5
AC Milan,h,1.14,1.12,1.1359999999999999,1.1399999999999999
Ajax,h,5.5,4.23,4.9459999999999997,5.0
