name,group,max,min,mean,median
juventus,a,1.17,1.1,1.1145454545454547,1.1100000000000001
atletico madrid,a,1.36,1.1,1.2036363636363636,1.1599999999999999
olympiakos,a,3.0,2.2,2.5745454545454547,2.5
malmo ff,a,34.0,13.4,23.309090909090909,23.0
real madrid,b,1.01,1.0,1.0050000000000001,1.0049999999999999
liverpool,b,1.2,1.1,1.1441666666666668,1.1299999999999999
basel,b,7.0,3.85,5.3624999999999998,5.0
ludogorets razgrad,b,34.0,10.0,18.5,17.0
zenit,c,1.57,1.4,1.508,1.53
monaco,c,1.83,1.57,1.7530000000000001,1.8
bayer leverkusen,c,1.91,1.65,1.7890909090909091,1.8
benfica,c,3.75,2.5,2.9950000000000001,2.75
dortmund,d,1.14,1.04,1.0581818181818183,1.05
arsenal,d,1.33,1.2,1.2716666666666667,1.28
galatasaray,d,5.0,2.9,3.8545454545454545,3.75
anderlecht,d,9.0,5.5,6.7045454545454541,6.5
bayern munich,e,1.14,1.01,1.0816666666666666,1.0750000000000002
man city,e,1.36,1.19,1.3094117647058825,1.3300000000000001
roma,e,3.5,2.4,2.8511111111111109,2.8500000000000001
cska moscow,e,13.0,7.65,9.9794117647058833,10.0
barcelona,f,1.02,1.0,1.0176470588235293,1.02
psg,f,1.2,1.05,1.1247058823529412,1.1200000000000001
ajax,f,6.0,4.0,5.1205882352941172,5.0
apoel nicosia,f,26.0,11.0,17.827777777777776,17.0
chelsea,g,1.03,1.0,1.0123529411764707,1.01
schalke 04,g,1.55,1.33,1.4376470588235295,1.4399999999999999
sporting lisbon,g,3.25,2.33,2.6870588235294117,2.75
maribor,g,26.0,9.55,16.267647058823531,15.0
porto,h,1.4,1.13,1.3016666666666667,1.3300000000000001
athletic bilbao,h,1.44,1.16,1.3766666666666667,1.3999999999999999
shakhtar donetsk,h,1.91,1.29,1.7850000000000001,1.8300000000000001
bate borisov,h,11.0,7.65,9.3323529411764703,9.0
