name,group,max,min,mean,median
juventus,a,1.17,1.06,1.1126315789473684,1.1100000000000001
atletico madrid,a,1.36,1.04,1.1989473684210528,1.2
olympiakos,a,3.0,2.2,2.6357894736842105,2.6299999999999999
malmo ff,a,34.0,13.1,25.705263157894734,26.0
real madrid,b,1.01,1.0,1.0049999999999999,1.0049999999999999
liverpool,b,1.22,1.06,1.1405263157894738,1.1200000000000001
basel,b,8.0,4.5,5.6710526315789478,5.5
ludogorets razgrad,b,34.0,9.73,19.506499999999999,18.0
zenit,c,1.55,1.3,1.4644999999999999,1.47
monaco,c,1.83,1.6,1.752,1.7749999999999999
bayer leverkusen,c,1.91,1.65,1.8,1.8300000000000001
benfica,c,3.75,2.75,3.1242105263157893,3.0
dortmund,d,1.06,1.01,1.0484210526315791,1.05
arsenal,d,1.33,1.2,1.2677777777777779,1.28
galatasaray,d,5.0,3.18,4.1310526315789469,4.0
anderlecht,d,9.0,5.5,6.8326315789473684,7.0
bayern munich,e,1.06,1.03,1.0441666666666667,1.04
man city,e,1.64,1.4,1.5058333333333334,1.5
roma,e,2.38,1.76,2.2116666666666664,2.25
cska moscow,e,34.0,15.0,20.166666666666668,19.0
barcelona,f,1.02,1.0,1.0141666666666667,1.0150000000000001
psg,f,1.22,1.03,1.1307692307692307,1.1200000000000001
ajax,f,5.5,4.0,4.5958333333333332,4.3300000000000001
apoel nicosia,f,23.0,10.5,19.958333333333332,21.0
chelsea,g,1.04,1.01,1.02,1.02
schalke 04,g,1.33,1.25,1.2950000000000002,1.3
sporting lisbon,g,3.5,2.42,3.1558333333333333,3.2250000000000001
maribor,g,21.0,13.0,18.818181818181817,21.0
porto,h,1.24,1.07,1.1438461538461537,1.1399999999999999
athletic bilbao,h,1.8,1.01,1.5533333333333335,1.5700000000000001
shakhtar donetsk,h,1.83,1.01,1.7,1.75
bate borisov,h,17.0,9.0,15.033333333333333,17.0
